ds,yhat
2025-02-01,160.64942421
2025-03-01,157.31175218355776
2025-04-01,153.61647243807676
2025-05-01,150.04039526821978
2025-06-01,146.34511552375253
2025-07-01,142.76903835277372
2025-08-01,139.07375860777734
2025-09-01,135.37847886006026
2025-10-01,131.80240168870012
2025-11-01,128.10712194496128
2025-12-01,124.53104477360114
2026-01-01,120.8357650298623
2026-02-01,117.14048528612349
2026-03-01,113.80281325952069
2026-04-01,110.10753351578185
2026-05-01,106.53145634442171
2026-06-01,102.83617660068289
2026-07-01,99.26009942932275
2026-08-01,95.56481968558391
2026-09-01,91.86953994184509
2026-10-01,88.29346277048494
2026-11-01,84.59818302674613
2026-12-01,81.02210585538599
