ds,yhat
2025-03-01,175.29310800000002
2025-04-01,168.30189150545453
2025-05-01,161.53619809093402
2025-06-01,154.54498159354557
2025-07-01,147.77928816957578
2025-08-01,140.788071657203
2025-09-01,133.79685513404098
2025-10-01,127.0311616794468
2025-11-01,120.03994512209002
2025-12-01,113.2742516794867
2026-01-01,106.28303512212989
2026-02-01,99.29181856477312
2026-03-01,92.97717135167665
2026-04-01,85.98595479431988
2026-05-01,79.22026135171653
2026-06-01,72.22904479435974
2026-07-01,65.46335135175639
2026-08-01,58.47213479439963
2026-09-01,51.48091823704283
2026-10-01,44.715224794439486
2026-11-01,37.7240082370827
2026-12-01,30.958314794479374
