ds,yhat
2025-01-01,22.720015816
2025-02-01,32.190478616
2025-03-01,40.74444500288018
2025-04-01,50.21490778165739
2025-05-01,59.379871760334865
2025-06-01,68.8503345473912
2025-07-01,78.01529853486507
2025-08-01,87.48576132192137
2025-09-01,96.95622410897772
2025-10-01,106.12118809645158
2025-11-01,115.59165088350788
2025-12-01,124.75661487098178
2026-01-01,134.2270776580381
2026-02-01,143.69754044509443
2026-03-01,152.25150683340334
2026-04-01,161.72196962045967
2026-05-01,170.88693360793357
2026-06-01,180.35739639498988
2026-07-01,189.52236038246375
