ds,yhat
2025-01-01,170.58323808
2025-02-01,162.0475087272103
2025-03-01,154.33781769781996
2025-04-01,145.8020883479477
2025-05-01,137.54170509712236
2025-06-01,129.00597573798206
2025-07-01,120.74559249024905
2025-08-01,112.20986313642726
2025-09-01,103.67413377539214
2025-10-01,95.41375053151167
2025-11-01,86.8780211750762
2025-12-01,78.61763792747597
2026-01-01,70.08190856433988
2026-02-01,61.546179198274366
2026-03-01,53.83648815419655
2026-04-01,45.300758782439374
2026-05-01,37.04037551123919
2026-06-01,28.504646137959348
2026-07-01,20.244262868424364
2026-08-01,11.708533496487334
2026-09-01,3.1728041245503036
2026-10-01,-5.0875791386145615
2026-11-01,-13.623308510551592
2026-12-01,-21.883691773716457
2027-01-01,-30.419421145653487
2027-02-01,-38.95515051759052
2027-03-01,-46.664841563211056
2027-04-01,-55.200570935148114
2027-05-01,-63.460954198312976
2027-06-01,-71.99668357024998
2027-07-01,-80.25706683341484
2027-08-01,-88.79279620535188
2027-09-01,-97.3285255772889
2027-10-01,-105.58890884045377
2027-11-01,-114.1246382123908
2027-12-01,-122.38502147555563
